26 1 10 1980 1 -3 12 -4 12 1 1 7500 2 1 1 0 2 1 1 -3 2 1 1 0 2 1 0 -4 -4 -4 -4 20 2500 2750 0
27 1 5 1981 1 8 10 -4 10 1 1 8000 3 1 1 15000 3 1 1 30000 3 1 1 51000 3 1 0 -4 -4 -4 -4 20 2500 2500 7500
28 2 11 1983 1 12 12 16 12 1 6 -3 -3 1 6 2500 -3 1 6 -3 4 1 6 60000 8 1 4 317 -4 -4 -4 20 7500 -3 -4
29 2 1 1983 1 -3 -3 -3 -3 4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 0 -4 -4 -4 -4 4 -4 -4 -4
30 1 6 1981 1 -3 -3 -3 -3 4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 0 -4 -4 -4 -4 2 -4 -4 -4
31 1 7 1982 1 12 12 12 12 4 6 60000 3 1 6 85200 3 1 6 110000 3 1 6 120000 3 1 4 293 -4 -4 -4 20 97500 600000 -4
32 2 7 1981 1 16 16 16 16 4 6 230000 3 1 6 -3 7 1 6 259000 7 1 6 207000 3 1 4 281 -4 -4 -4 20 -48500 184499 347500
33 2 12 1980 1 16 14 16 14 4 6 95000 3 1 6 97400 3 1 6 105200 3 1 6 261880 3 1 4 282 -4 -4 -4 20 -3 310500 600000
34 2 12 1984 1 9 16 9 16 4 6 -3 2 1 6 -3 2 1 6 0 2 1 6 0 2 1 4 329 -4 -4 -4 20 -3 -3 -4
35 1 1 1983 1 -3 -3 -3 -3 4 6 -3 1 1 6 -3 1 1 6 150750 1 1 6 -3 1 1 4 321 -4 -4 -4 20 174500 160000 -4
36 2 8 1980 1 16 15 16 15 4 10 39000 7 1 10 25400 7 1 -5 -5 -5 -5 -5 -5 -5 -5 3 -4 -4 -4 -4 18 -2970 -30500 -4
37 2 11 1980 1 11 -3 11 -3 4 6 195000 8 1 6 62000 8 1 6 66000 8 1 6 160000 7 1 4 293 -4 -4 -4 20 9950 60000 600000
38 2 9 1981 1 11 -3 11 -3 4 6 149000 2 1 6 165000 1 1 6 -3 1 1 6 123486 1 1 4 290 -4 -4 -4 20 11000 587500 600000
39 1 2 1980 1 -3 -3 -3 -3 2 6 -3 1 1 11 37500 1 1 -5 -5 -5 -5 -5 -5 -5 -5 4 285 -4 -4 -4 18 17500 10000 -4
40 2 5 1984 1 12 12 12 12 4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 2 -4 -4 -4 -4 8 -4 -4 -4
41 2 1 1983 1 12 12 12 12 4 6 121829 3 1 6 180500 3 1 6 200000 3 1 6 255000 3 1 4 317 -4 -4 -4 20 1900 301500 -4
42 1 8 1983 1 -3 -3 -3 -3 4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 4 337 -4 -4 -4 14 -4 -4 -4
43 2 10 1981 1 -4 -3 -4 -3 1 4 2500 2 1 4 0 2 1 4 -3 2 1 4 -3 4 1 1 -4 -4 -4 -4 20 2500 0 2500
44 1 12 1981 1 -3 -3 -3 -3 2 4 50000 8 1 4 20000 8 1 4 -3 8 1 4 50000 8 1 2 -4 -4 -4 -4 20 750 -7000 33400
45 2 2 1984 1 -4 8 -4 8 1 5 0 2 1 5 28400 2 1 5 0 2 1 5 46000 2 1 3 -4 -4 -4 -4 20 3000 3500 -4
46 1 2 1984 1 -4 8 -4 8 1 2 0 2 1 -5 -5 -5 -5 2 0 1 1 2 22000 1 1 1 -4 -4 -4 -4 20 2500 2500 -4
47 2 9 1982 1 -4 11 -4 -4 1 4 24200 2 1 4 13900 2 1 4 -3 2 1 4 22400 2 1 2 -4 -4 -4 -4 20 -8496 -8350 -4
48 2 7 1983 1 -4 11 -4 -4 1 6 61000 2 1 6 74000 2 1 6 62000 2 1 6 76000 2 1 4 325 -4 -4 -4 20 -3 48250 -4
49 2 12 1982 1 -3 12 -3 12 1 3 -3 4 1 3 139800 3 1 3 150800 3 1 3 96200 3 1 2 -4 -4 -4 -4 20 20000 -3 -4
50 2 2 1983 1 -4 12 -4 12 1 4 28000 2 1 4 27000 2 1 4 27000 2 1 4 36000 2 1 1 -4 -4 -4 -4 20 -800 10760 -4
51 1 6 1980 1 -4 12 -4 12 1 4 35000 10 1 4 40000 10 1 4 48000 10 1 4 56000 10 1 2 -4 -4 -4 -4 20 3500 13000 432500
52 1 12 1983 1 -4 12 -4 12 1 4 82000 3 1 4 100000 3 1 4 130000 3 1 4 125000 3 1 2 -4 -4 -4 -4 20 20600 -3 -4
53 2 4 1984 1 12 12 12 12 1 3 31000 2 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 2 -4 -4 -4 -4 17 2500 -4 -4
54 2 12 1984 1 -4 14 -4 -4 1 9 38000 2 1 10 35000 2 1 5 29444 2 1 5 40000 2 1 3 -4 -4 -4 -4 20 1000 -7300 -4
55 2 2 1981 1 12 10 12 10 2 6 55000 3 1 6 73069 3 1 6 79000 3 1 6 82000 3 1 4 336 -4 -4 -4 20 6200 109150 296500
56 2 2 1982 1 16 18 16 18 4 7 329331 3 1 7 469576 3 1 7 -3 3 1 7 160500 3 1 5 296 -4 -4 333 20 447500 600000 -4
57 1 12 1982 1 12 12 12 12 1 3 10000 2 1 3 60000 2 1 3 0 2 1 3 0 2 1 2 -4 -4 -4 -4 20 7500 2500 -4
58 1 11 1983 1 12 12 12 12 1 4 65000 2 1 4 156000 1 0 9 200000 1 0 5 120000 1 0 3 -4 -4 -4 -4 20 -3 232000 -4
59 2 4 1981 1 -4 16 -4 -4 1 4 21014 2 1 4 37500 2 1 4 47000 2 1 10 60371 2 1 3 -4 -4 -4 -4 20 7500 7050 13682
60 1 1 1984 1 -4 14 12 14 4 7 -3 2 1 -5 -5 -5 -5 7 150000 2 1 7 103571 1 1 5 341 -4 -4 373 20 -3 -3 -4
61 2 5 1983 1 12 12 -4 12 1 5 21966 8 1 5 17000 8 1 9 0 8 1 5 67500 3 1 3 -4 -4 -4 -4 20 5100 19250 -4
62 1 3 1980 1 14 14 14 14 1 6 70000 3 1 6 90000 3 1 6 -3 3 1 6 95000 3 1 4 269 -4 -4 -4 20 9500 39500 208500
63 2 10 1984 1 14 14 14 14 1 6 35000 7 1 6 60000 7 1 6 60143 8 1 6 60200 8 1 4 380 -4 -4 -4 20 -21000 8000 -4
64 1 3 1980 1 12 15 12 15 1 -5 -5 -5 -5 4 100000 2 1 4 90000 2 1 4 -3 1 1 2 -4 -4 -4 -4 20 -4 397400 -3
65 1 4 1984 1 -3 95 -3 95 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 6 5000 2 1 4 406 -4 -4 -4 20 -4 56450 -4
66 1 10 1980 1 12 -3 -4 18 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 7 284 356 -4 -4 13 -4 -4 -4
67 1 11 1980 1 12 18 -4 18 1 7 329331 2 1 7 40000 2 1 7 75000 2 1 7 100000 4 1 6 276 -4 341 -4 20 -3 -12000 -3
68 1 1 1981 1 12 -4 -4 18 1 4 0 2 1 10 0 2 1 -5 -5 -5 -5 4 12000 2 1 2 -4 -4 -4 -4 20 2491 -134500 -34500
69 2 7 1981 1 12 16 12 16 1 -5 -5 -5 -5 6 80000 8 1 -5 -5 -5 -5 6 126000 3 1 4 281 -4 -4 -4 20 -16400 77000 139500
70 1 8 1982 1 12 16 12 16 1 6 -3 1 1 6 110250 1 1 6 190000 1 1 -5 -5 -5 -5 4 324 -4 -4 -4 19 -86500 2500 -4
71 1 1 1980 1 14 14 -4 -4 1 4 35000 2 1 4 45000 2 1 4 30000 2 1 4 30000 2 1 2 -4 -4 -4 -4 20 3600 -3 232500
72 2 4 1982 1 12 11 12 11 1 9 -3 1 1 5 30000 3 1 5 -3 3 1 5 -3 3 1 3 -4 -4 -4 -4 20 -3 -500 -4
73 1 10 1984 1 12 11 12 11 1 -5 -5 -5 -5 -5 -5 -5 -5 4 200100 3 1 -5 -5 -5 -5 2 -4 -4 -4 -4 19 -4 560500 -4
74 1 7 1983 1 -3 -3 -3 -3 4 7 101750 2 1 7 -3 1 1 7 110000 1 1 7 599728 1 1 7 317 377 -4 -4 20 -3 -3 -4
75 1 1 1982 1 8 -3 8 -4 4 4 65000 3 1 4 140000 3 1 4 0 3 1 4 200000 3 1 2 -4 -4 -4 -4 20 45000 17500 -4
76 1 1 1982 1 8 -3 8 -4 4 4 108000 3 1 4 164500 3 1 4 -3 3 1 4 120000 3 1 2 -4 -4 -4 -4 20 600000 600000 -4
77 2 11 1984 1 12 12 12 12 2 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 2 -4 -4 -4 -4 12 -4 -4 -4
78 2 7 1981 1 -4 -3 -4 -3 4 5 15000 2 1 5 15000 2 1 5 -3 2 1 5 15000 2 1 3 -4 -4 -4 -4 20 -4500 6600 2500
79 1 12 1983 1 14 11 14 -4 2 4 35000 1 1 4 -3 1 1 4 -3 2 1 4 77500 2 1 1 -4 -4 -4 -4 20 2000 -3 -4
80 1 6 1981 1 14 12 -4 12 1 4 0 2 1 4 5000 2 1 -5 -5 -5 -5 4 0 2 1 1 -4 -4 -4 -4 20 2500 2500 2500
81 2 1 1984 1 12 12 -4 12 1 1 0 2 1 1 0 2 1 1 0 2 1 1 7500 2 1 0 -4 -4 -4 -4 20 7500 17500 -4
82 1 7 1984 1 -4 -3 -4 -3 2 6 40000 3 1 6 40000 3 1 6 48000 3 1 6 28393 3 1 4 365 -4 -4 -4 20 7500 50500 -4
83 1 9 1981 1 12 6 -4 6 2 4 0 2 1 -5 -5 -5 -5 -5 -5 -5 -5 4 51886 2 1 1 -4 -4 -4 -4 20 2500 -4 3000
84 2 2 1984 1 12 6 -4 6 2 9 37500 8 1 9 36000 8 1 6 -3 8 1 -5 -5 -5 -5 4 477 -4 -4 -4 19 32500 24500 -4
85 1 2 1984 1 12 12 -4 12 4 3 61000 3 1 3 68000 3 1 3 80000 3 1 3 95000 3 1 2 -4 -4 -4 -4 20 7500 2500 -4
86 2 10 1980 1 12 12 12 12 4 7 -3 3 1 7 138000 3 1 7 163300 3 1 7 126000 3 1 5 338 -4 -4 378 20 22500 -3 18500
87 1 5 1984 1 14 12 14 12 2 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 2 -4 -4 -4 -4 13 -4 -4 -4
88 1 1 1981 1 12 12 12 12 4 -5 -5 -5 -5 3 150000 1 1 3 152000 1 1 3 52000 1 1 2 -4 -4 -4 -4 20 322500 47500 187500
89 1 11 1981 1 6 6 6 6 4 7 155200 7 1 7 236001 7 1 7 249000 7 1 7 276080 7 1 5 289 -4 -4 353 20 49500 600000 600000
90 1 11 1981 1 12 16 12 16 2 10 18000 2 1 6 35000 2 1 6 235000 2 1 6 40000 2 1 4 430 -4 -4 -4 20 -4100 -23000 -11700
91 2 9 1982 1 12 16 12 16 2 -5 -5 -5 -5 6 227000 2 1 6 175000 1 1 6 190000 1 1 4 349 -4 -4 -4 20 -800 21500 -4
92 1 4 1983 1 12 10 12 10 4 4 -3 2 1 4 600 2 1 4 -3 2 1 4 80 2 1 2 -4 -4 -4 -4 20 75000 144800 -4
93 1 9 1983 1 12 8 12 8 2 4 51300 3 1 -5 -5 -5 -5 4 104000 3 1 -5 -5 -5 -5 2 -4 -4 -4 -4 19 26500 -3500 -4
94 2 9 1980 1 12 10 -4 10 1 5 76500 3 1 5 122000 3 1 5 -3 3 1 5 -3 3 1 3 -4 -4 -4 -4 20 19750 45000 -3
95 1 7 1982 1 8 8 8 8 2 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 0 -4 -4 -4 -4 11 -4 -4 -4
96 1 7 1982 1 14 12 14 12 4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 4 294 -4 -4 -4 12 -4 -4 -4
97 1 6 1980 1 12 12 12 12 2 6 70000 8 1 6 174000 7 1 6 212000 7 1 -5 -5 -5 -5 4 278 -4 -4 -4 19 -3 72500 -4
98 1 1 1980 1 -3 -3 -3 -3 4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 4 336 -4 -4 -4 15 -3 -4 -4
99 1 6 1982 1 -4 8 10 8 2 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 1 -4 -4 -4 -4 8 -4 -4 -4
100 2 1 1981 1 -3 10 -4 10 1 2 42000 1 1 2 80000 1 1 2 82000 1 1 2 -3 1 1 1 -4 -4 -4 -4 20 -500 7800 -2500
101 2 7 1981 1 -4 6 -4 6 1 -3 15000 1 1 -3 0 1 1 -5 -5 -5 -5 -5 -5 -5 -5 -3 -4 -4 -4 -4 18 17500 7500 -4
102 2 4 1982 1 12 12 12 12 2 -5 -5 -5 -5 6 52000 2 1 6 3750 2 1 6 80000 2 1 4 306 -4 -4 -4 20 -4 17500 -4
103 2 11 1983 1 12 12 12 12 2 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 2 -4 -4 -4 -4 6 -4 -4 -4
104 2 11 1980 1 16 13 16 13 4 6 148000 3 1 10 123000 3 1 6 136000 3 1 6 150271 3 1 4 433 -4 -4 -4 20 4000 6050 -207070
105 1 8 1983 1 16 13 16 13 4 4 184000 3 1 4 183000 3 1 4 200000 3 1 4 235000 3 1 2 -4 -4 -4 -4 20 200500 459500 -4
106 1 11 1981 1 12 16 12 16 4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 3 -4 -4 -4 -4 12 -4 -4 -4
107 2 8 1982 1 19 16 19 16 4 7 185750 3 1 7 226000 3 1 7 260000 3 1 7 370000 3 1 5 292 -4 -4 383 20 316500 600000 -4
108 1 9 1984 1 19 16 19 16 4 6 138000 3 1 6 155000 3 1 11 175000 3 1 11 230000 3 1 4 317 -4 -4 -4 20 35500 172500 -4
109 2 3 1982 1 12 12 12 12 4 6 204045 3 1 6 469576 3 1 6 467966 3 1 6 599728 3 1 4 293 -4 -4 -4 20 65000 600000 -4
110 2 2 1984 1 12 12 12 12 4 7 140000 3 1 7 160000 3 1 7 178000 3 1 7 262000 3 1 5 313 -4 -4 353 20 262500 494500 -4
111 2 1 1981 1 -4 -4 13 12 4 6 120000 4 1 6 20000 -3 1 6 -3 8 1 6 0 8 1 4 293 -4 -4 -4 20 10500 -47401 -12650
112 2 4 1984 1 12 12 12 12 4 -5 -5 -5 -5 7 43000 2 1 7 467966 2 1 7 66750 2 1 5 317 -4 -4 353 20 -34500 123000 -4
113 1 4 1984 1 12 15 -4 15 4 4 110000 2 1 -5 -5 -5 -5 4 150000 1 1 4 150000 1 1 2 -4 -4 -4 -4 20 210000 600000 -4
114 2 7 1982 1 13 12 13 12 4 6 -3 1 1 6 35000 3 1 6 79000 3 1 6 99000 3 1 4 368 -4 -4 -4 20 -32000 -3 -4
115 2 10 1984 1 12 12 12 12 2 -5 -5 -5 -5 -5 -5 -5 -5 2 467966 2 1 -5 -5 -5 -5 1 -4 -4 -4 -4 19 -4 330001 -4
116 1 10 1984 1 12 12 -4 12 1 3 60000 1 1 3 62000 1 1 3 115000 1 1 -5 -5 -5 -5 2 -4 -4 -4 -4 19 -3 5250 -4
117 1 10 1984 1 12 12 -4 12 1 4 100000 2 1 4 35000 2 1 4 140000 2 1 4 140000 2 1 2 -4 -4 -4 -4 20 5500 5500 -4
118 1 6 1980 1 16 12 16 12 4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 4 293 -4 -4 -4 12 -4 -4 -4
119 1 9 1982 1 12 15 12 15 4 -5 -5 -5 -5 -5 -5 -5 -5 6 130000 3 1 6 125429 3 1 4 300 -4 -4 -4 20 31500 246500 -4
120 1 6 1982 1 17 16 17 -4 4 11 145000 1 1 11 166000 1 1 -5 -5 -5 -5 7 125000 1 1 6 293 -4 464 392 20 67000 -3 -4
121 1 12 1981 1 14 14 14 14 4 4 80000 3 1 4 80000 3 1 -5 -5 -5 -5 4 100000 3 1 2 -4 -4 -4 -4 20 82500 133500 333500
122 1 6 1984 1 14 14 14 14 4 3 134000 2 1 3 30000 3 1 3 89000 3 1 3 102200 3 1 2 -4 -4 -4 -4 20 3000 16000 -4
123 1 2 1980 1 12 15 12 15 4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 0 -4 -4 -4 -4 1 -4 -4 -4
124 1 2 1982 1 12 15 12 15 4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 0 -4 -4 -4 -4 1 -4 -4 -4
125 2 5 1984 1 18 16 18 16 4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 6 100000 2 -4 4 317 -4 -4 -4 20 -4 82500 -4
126 1 5 1981 1 -4 12 -4 12 4 3 68000 1 1 3 57000 1 1 3 68000 1 1 3 79000 1 1 2 -4 -4 -4 -4 20 50500 142500 226500
127 2 3 1982 1 16 16 16 16 4 11 202000 3 1 -5 -5 -5 -5 7 240000 3 1 -5 -5 -5 -5 5 293 -4 -4 437 19 43500 600000 -4
128 2 8 1982 1 18 16 -4 16 4 6 72000 2 1 6 77000 2 1 6 94524 2 1 6 19175 2 1 4 300 -4 -4 -4 20 45500 -3 -4
129 2 8 1980 1 17 -4 17 16 4 -5 -5 -5 -5 6 70000 8 1 -5 -5 -5 -5 -5 -5 -5 -5 4 288 -4 -4 -4 18 -4 85500 -4
130 2 7 1981 1 17 -4 17 16 4 -5 -5 -5 -5 -5 -5 -5 -5 6 60000 1 1 6 138000 1 1 4 300 -4 -4 -4 20 -4 26500 200500
131 1 10 1980 1 16 16 16 16 4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 2 -4 -4 -4 -4 3 -4 -4 -4
132 1 2 1983 1 16 16 16 16 4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 6 123000 3 1 4 305 -4 -4 -4 20 -4 600000 -4
133 1 7 1982 1 16 16 16 16 4 6 126000 3 1 6 469576 3 1 6 467966 3 1 6 599728 3 1 4 293 -4 -4 -4 20 178250 600000 -4
134 1 4 1984 1 16 14 16 14 4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 2 -4 -4 -4 -4 9 -4 -4 -4
135 1 4 1981 1 15 18 -4 18 4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 5 -3 -4 -4 317 15 95500 -4 -4
136 2 9 1983 1 14 18 14 18 4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 7 115000 3 1 5 305 -4 -4 378 20 -4 422500 -4
137 2 5 1980 1 -4 12 -4 12 4 2 139750 3 1 2 198750 3 1 2 -3 3 1 2 170000 6 1 1 -4 -4 -4 -4 20 202500 381500 196000
138 1 4 1984 1 18 16 18 16 4 5 58286 1 1 5 121000 3 1 5 146286 3 1 5 218000 3 1 3 -4 -4 -4 -4 20 -3 -6500 -4
139 2 7 1984 1 16 18 16 18 4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 2 -4 -4 -4 -4 6 -4 -4 -4
140 1 12 1983 1 14 12 16 12 2 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 2 -4 -4 -4 -4 12 -4 -4 -4
141 2 1 1980 1 9 12 9 12 4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 2 -4 -4 -4 -4 5 -4 -4 -4
142 2 1 1981 1 14 10 -4 10 4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 4 98171 3 1 2 -4 -4 -4 -4 20 1000 -4 67500
143 1 8 1981 1 14 12 14 12 1 4 55000 3 1 9 80000 3 1 4 60000 3 1 4 45000 3 1 2 -4 -4 -4 -4 20 13500 73000 67400
144 1 8 1982 1 12 16 12 16 1 4 84957 2 1 4 80000 2 1 4 75000 2 1 4 81000 2 1 2 -4 -4 -4 -4 20 75200 59500 -4
145 1 4 1984 1 12 16 12 16 1 6 160000 1 1 6 155015 2 1 6 130000 2 1 6 111250 2 1 4 388 -4 -4 -4 20 103000 163300 -4
146 1 7 1984 1 12 12 12 12 1 3 97871 2 1 3 0 2 1 3 2500 2 1 3 28000 2 1 2 -4 -4 -4 -4 20 2500 -172500 -4
147 2 2 1984 1 13 12 13 12 4 4 200750 3 1 4 68000 3 1 -5 -5 -5 -5 4 219000 3 1 2 -4 -4 -4 -4 20 600000 -3 -4
148 2 10 1982 1 12 6 -4 6 1 2 19100 2 1 2 -3 2 1 -5 -5 -5 -5 2 77500 2 1 1 -4 -4 -4 -4 20 -3 -3 -4
149 2 4 1983 1 11 11 -4 11 1 4 0 2 1 4 0 2 1 4 0 2 1 4 0 2 1 2 -4 -4 -4 -4 20 -3 -48000 -4
150 1 2 1984 1 -3 11 -4 11 1 9 15000 2 1 9 30000 3 1 5 -3 4 1 -5 -5 -5 -5 3 -4 -4 -4 -4 19 -27500 -42500 -4
151 2 1 1982 1 11 11 -4 -4 1 4 78000 2 1 -5 -5 -5 -5 4 0 2 1 -5 -5 -5 -5 2 -4 -4 -4 -4 19 12000 64500 -4
152 1 5 1982 1 14 12 14 12 1 3 45000 2 1 3 15000 2 1 -5 -5 -5 -5 -5 -5 -5 -5 2 -4 -4 -4 -4 18 7500 17500 -4
153 2 2 1980 1 13 10 12 10 1 3 7680 2 1 3 2500 2 1 3 -3 2 1 3 -3 2 1 2 -4 -4 -4 -4 20 2500 2500 2500
154 1 6 1980 1 20 19 20 19 4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 2 -4 -4 -4 -4 2 -4 -4 -4
155 1 2 1980 1 18 14 18 14 4 6 329331 2 1 6 162100 2 1 6 185200 2 1 6 190100 2 1 4 268 -4 -4 -4 20 62500 448500 600000
156 1 11 1982 1 18 14 18 14 4 7 329331 3 1 7 469576 3 1 7 467966 3 1 7 599728 3 1 7 293 353 -4 -4 20 257500 600000 -4
157 2 3 1982 1 12 12 12 12 2 6 146000 3 1 6 -3 3 1 6 250000 3 1 6 214500 3 1 4 317 -4 -4 -4 20 -3 107500 -4
158 1 12 1984 1 -3 16 -3 16 2 6 91000 1 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 4 320 -4 -4 -4 17 93000 -4 -4
159 2 1 1980 1 10 12 10 12 2 4 -3 3 1 4 28000 3 1 4 52500 3 1 4 72000 3 1 2 -4 -4 -4 -4 20 12500 7500 322500
160 2 1 1981 1 10 9 -4 9 2 4 82013 2 1 4 17500 2 1 4 22500 2 1 4 8000 2 1 1 -4 -4 -4 -4 20 7500 17500 6000
161 1 1 1982 1 10 9 -4 9 2 1 20000 1 1 1 64607 1 1 1 64000 1 1 1 122700 1 1 0 -4 -4 -4 -4 20 17500 24000 -4
162 2 8 1981 1 -4 -3 -4 -3 1 6 -3 7 1 6 100000 8 1 6 -3 8 1 6 97000 8 1 4 313 -4 -4 -4 20 67500 -3 -3
163 1 2 1983 1 -4 -3 -4 -3 1 3 0 2 1 9 20000 2 1 -5 -5 -5 -5 -5 -5 -5 -5 2 -4 -4 -4 -4 18 3300 -4 -4
