ID,sex,race,educ,yob,hhincome2021,parent_edu
2105,female,black,BA,1981,41000,HS
2106,female,multi,BA,1981,33036,BA or more
2107,female,black,BA,1982,133000,Some college
2108,male,black,HS,1982,17500,HS
2109,female,nonblacknonhispanic,HS,1984,41393,Some college
2111,male,nonblacknonhispanic,HS,1980,148500,HS
2112,female,nonblacknonhispanic,PhD,1981,110000,BA or more
2114,male,nonblacknonhispanic,AA,1982,70000,HS
2116,male,nonblacknonhispanic,HS,1980,41000,HS
2117,female,nonblacknonhispanic,None,1982,0,HS
2118,male,nonblacknonhispanic,HS,1984,17321,HS
2120,male,nonblacknonhispanic,HS,1983,82000,BA or more
2121,male,nonblacknonhispanic,HS,1980,122600,BA or more
2122,male,nonblacknonhispanic,BA,1983,0,BA or more
2123,male,nonblacknonhispanic,BA,1981,120000,BA or more
2126,female,nonblacknonhispanic,BA,1982,126000,HS
2130,male,nonblacknonhispanic,BA,1984,131146,Some college
2132,female,nonblacknonhispanic,MA,1984,250750,Some college
2133,female,nonblacknonhispanic,BA,1982,135992,BA or more
2135,female,black,HS,1984,75000,HS
2137,male,nonblacknonhispanic,HS,1982,117000,Some college
2138,male,nonblacknonhispanic,GED,1980,94000,HS
2141,male,nonblacknonhispanic,HS,1984,204000,Some college
2142,female,nonblacknonhispanic,HS,1983,49000,HS
2143,female,nonblacknonhispanic,HS,1984,75000,HS
2145,male,nonblacknonhispanic,HS,1980,146500,HS
2147,male,nonblacknonhispanic,MA,1981,61536,Some college
2148,female,nonblacknonhispanic,HS,1980,50000,BA or more
2149,male,nonblacknonhispanic,BA,1983,131000,BA or more
2150,male,nonblacknonhispanic,BA,1980,30000,Some college
2152,female,nonblacknonhispanic,BA,1980,25000,BA or more
2153,female,nonblacknonhispanic,HS,1982,85728,Some college
2155,female,nonblacknonhispanic,HS,1981,155000,HS
2157,female,nonblacknonhispanic,GED,1981,146540,less than HS
2159,male,nonblacknonhispanic,HS,1982,20000,less than HS
2162,male,nonblacknonhispanic,HS,1982,190000,BA or more
2163,female,nonblacknonhispanic,BA,1980,174500,BA or more
2164,male,nonblacknonhispanic,HS,1982,95286,BA or more
2165,male,nonblacknonhispanic,BA,1984,36000,BA or more
2168,male,nonblacknonhispanic,HS,1981,95040,BA or more
2169,female,nonblacknonhispanic,MA,1984,107000,BA or more
2171,female,nonblacknonhispanic,BA,1983,155000,BA or more
2174,female,nonblacknonhispanic,HS,1981,70000,HS
2176,female,nonblacknonhispanic,HS,1981,41750,HS
2179,female,nonblacknonhispanic,HS,1984,116200,HS
2180,female,nonblacknonhispanic,HS,1982,97500,BA or more
2181,male,nonblacknonhispanic,BA,1982,70000,BA or more
2182,male,nonblacknonhispanic,BA,1981,164000,Some college
2183,male,nonblacknonhispanic,BA,1983,599728,Some college
2187,male,nonblacknonhispanic,BA,1982,70000,HS
2188,male,nonblacknonhispanic,HS,1980,61000,HS
2189,male,nonblacknonhispanic,HS,1981,136050,HS
2190,male,nonblacknonhispanic,ProfD,1984,599728,BA or more
2191,female,nonblacknonhispanic,MA,1982,70000,BA or more
2192,female,nonblacknonhispanic,HS,1983,175200,BA or more
2194,female,nonblacknonhispanic,HS,1983,21000,HS
2198,female,nonblacknonhispanic,BA,1980,362714,Some college
2202,female,nonblacknonhispanic,MA,1981,90000,BA or more
2204,female,nonblacknonhispanic,MA,1981,231750,BA or more
2205,male,nonblacknonhispanic,ProfD,1981,133600,BA or more
2206,male,nonblacknonhispanic,ProfD,1983,335000,BA or more
2207,male,nonblacknonhispanic,HS,1981,180000,Some college
2208,male,nonblacknonhispanic,MA,1980,182900,BA or more
2210,male,nonblacknonhispanic,HS,1980,6000,BA or more
2211,male,nonblacknonhispanic,HS,1984,38982,BA or more
2213,male,nonblacknonhispanic,BA,1983,135857,Some college
2215,male,nonblacknonhispanic,MA,1984,192000,Some college
2217,female,nonblacknonhispanic,AA,1980,39543,BA or more
2218,male,nonblacknonhispanic,BA,1982,185000,BA or more
2219,female,nonblacknonhispanic,HS,1980,5000,HS
2226,male,nonblacknonhispanic,HS,1983,42911,Some college
2227,male,nonblacknonhispanic,HS,1984,95000,HS
2228,male,nonblacknonhispanic,AA,1984,123500,Some college
2229,male,nonblacknonhispanic,GED,1983,79280,HS
2230,male,nonblacknonhispanic,GED,1983,59500,HS
2231,female,hispanic,BA,1983,599728,HS
2232,female,nonblacknonhispanic,HS,1981,94643,Some college
2233,male,nonblacknonhispanic,BA,1984,82686,BA or more
2234,male,nonblacknonhispanic,AA,1981,200000,Some college
2236,female,nonblacknonhispanic,MA,1981,173929,BA or more
2237,male,nonblacknonhispanic,MA,1983,96000,BA or more
2238,male,nonblacknonhispanic,None,1981,93000,BA or more
2244,female,nonblacknonhispanic,None,1982,70000,less than HS
2245,female,nonblacknonhispanic,MA,1984,105000,HS
2246,male,nonblacknonhispanic,BA,1981,100000,Some college
2247,female,hispanic,AA,1982,46643,Some college
2250,male,nonblacknonhispanic,BA,1981,599728,HS
2251,male,nonblacknonhispanic,HS,1984,80000,HS
2252,male,nonblacknonhispanic,BA,1981,100250,Some college
2253,male,nonblacknonhispanic,BA,1982,291500,Some college
2254,male,nonblacknonhispanic,HS,1981,91857,HS
2255,male,nonblacknonhispanic,HS,1981,303700,HS
2258,female,nonblacknonhispanic,BA,1984,164000,BA or more
2260,female,nonblacknonhispanic,GED,1984,59774,HS
2261,male,nonblacknonhispanic,HS,1980,110000,Some college
2262,male,nonblacknonhispanic,HS,1983,108000,Some college
2263,female,nonblacknonhispanic,GED,1982,69666,HS
2264,male,nonblacknonhispanic,HS,1983,46257,HS
2265,female,nonblacknonhispanic,HS,1982,40000,HS
2266,male,nonblacknonhispanic,HS,1984,51000,HS
2267,male,nonblacknonhispanic,None,1982,141621,Some college
2270,female,nonblacknonhispanic,MA,1981,153000,BA or more
2271,female,nonblacknonhispanic,BA,1981,175000,BA or more
2272,male,nonblacknonhispanic,HS,1983,90000,BA or more
2273,male,nonblacknonhispanic,HS,1981,62400,HS
2274,male,hispanic,HS,1984,100000,less than HS
2275,male,nonblacknonhispanic,BA,1980,113114,HS
2277,female,hispanic,AA,1980,112876,HS
2278,male,hispanic,GED,1982,108000,HS
2281,male,black,BA,1981,49500,Some college
2282,male,black,GED,1984,25000,less than HS
2283,female,black,GED,1982,15100,HS
2284,female,black,HS,1980,1000,HS
2286,female,nonblacknonhispanic,GED,1981,110000,Some college
2287,female,nonblacknonhispanic,HS,1981,42000,BA or more
2288,male,nonblacknonhispanic,HS,1982,69000,BA or more
2289,male,nonblacknonhispanic,None,1982,25000,BA or more
2290,male,nonblacknonhispanic,MA,1983,143000,BA or more
2291,male,nonblacknonhispanic,HS,1981,201250,HS
2292,male,nonblacknonhispanic,HS,1980,140200,HS
2293,female,nonblacknonhispanic,HS,1980,0,Some college
2294,male,nonblacknonhispanic,AA,1981,63000,less than HS
2295,male,nonblacknonhispanic,GED,1981,0,Some college
2297,male,nonblacknonhispanic,HS,1981,124000,HS
2298,female,nonblacknonhispanic,HS,1984,115686,BA or more
2299,female,nonblacknonhispanic,HS,1984,129000,BA or more
2301,male,black,AA,1983,64086,Some college
2305,male,nonblacknonhispanic,GED,1982,162000,less than HS
2306,male,nonblacknonhispanic,None,1980,57000,less than HS
2307,female,nonblacknonhispanic,MA,1984,89000,less than HS
2309,male,nonblacknonhispanic,MA,1984,148700,Some college
2310,male,nonblacknonhispanic,HS,1980,118000,less than HS
2311,female,nonblacknonhispanic,HS,1983,66079,less than HS
2313,male,nonblacknonhispanic,HS,1982,67100,less than HS
2314,male,nonblacknonhispanic,None,1984,64000,less than HS
2315,male,nonblacknonhispanic,GED,1982,43200,HS
2316,male,black,AA,1982,148000,less than HS
2317,female,black,GED,1984,80000,less than HS
2318,female,nonblacknonhispanic,AA,1980,55000,HS
2319,male,nonblacknonhispanic,HS,1982,136000,HS
2320,female,nonblacknonhispanic,AA,1980,86735,Some college
2321,female,nonblacknonhispanic,AA,1982,94000,Some college
2322,female,nonblacknonhispanic,None,1984,55000,Some college
2323,female,nonblacknonhispanic,GED,1980,65586,Some college
2324,female,nonblacknonhispanic,GED,1982,0,Some college
2325,male,nonblacknonhispanic,None,1983,52000,HS
2326,male,nonblacknonhispanic,BA,1981,224000,Some college
2328,male,nonblacknonhispanic,PhD,1982,99050,BA or more
2331,male,nonblacknonhispanic,BA,1982,150000,BA or more
2332,female,nonblacknonhispanic,MA,1984,147729,BA or more
2333,male,nonblacknonhispanic,MA,1981,150200,Some college
2338,male,nonblacknonhispanic,BA,1984,180000,BA or more
2339,female,nonblacknonhispanic,HS,1980,50001,HS
2342,male,nonblacknonhispanic,HS,1981,73471,HS
2345,female,nonblacknonhispanic,BA,1981,188000,Some college
2346,male,nonblacknonhispanic,BA,1981,253000,BA or more
2347,female,nonblacknonhispanic,BA,1984,70200,BA or more
2349,male,nonblacknonhispanic,HS,1980,500,HS
2350,male,nonblacknonhispanic,BA,1982,80002,HS
2351,female,nonblacknonhispanic,HS,1984,29143,HS
2352,male,nonblacknonhispanic,HS,1980,130000,BA or more
2357,male,black,None,1983,0,less than HS
2358,male,black,GED,1984,0,less than HS
2360,male,black,GED,1983,0,HS
2362,male,black,HS,1983,85000,Some college
2364,female,black,HS,1983,49000,HS
2365,male,nonblacknonhispanic,HS,1984,85000,HS
2366,female,hispanic,HS,1981,100000,HS
2368,female,nonblacknonhispanic,BA,1982,200000,HS
2370,male,nonblacknonhispanic,GED,1981,233288,Some college
2371,male,nonblacknonhispanic,MA,1982,320000,BA or more
2373,male,nonblacknonhispanic,MA,1981,59000,HS
2374,male,nonblacknonhispanic,HS,1982,183000,HS
2375,male,nonblacknonhispanic,AA,1984,85522,HS
2377,male,nonblacknonhispanic,HS,1983,50500,BA or more
2378,female,nonblacknonhispanic,MA,1980,80000,Some college
2379,male,nonblacknonhispanic,AA,1983,77178,Some college
2380,female,nonblacknonhispanic,BA,1984,105000,BA or more
2382,male,hispanic,HS,1981,65000,Some college
2387,male,nonblacknonhispanic,GED,1981,32471,HS
2388,male,nonblacknonhispanic,HS,1982,101829,Some college
2389,male,black,AA,1981,67000,less than HS
2391,female,black,AA,1983,29900,less than HS
2392,female,nonblacknonhispanic,BA,1981,174794,BA or more
2393,male,nonblacknonhispanic,BA,1983,180000,BA or more
2394,male,nonblacknonhispanic,BA,1982,106000,Some college
2395,male,nonblacknonhispanic,MA,1984,115271,BA or more
2396,female,nonblacknonhispanic,BA,1980,129000,BA or more
2397,male,nonblacknonhispanic,BA,1981,38000,BA or more
2398,male,nonblacknonhispanic,BA,1982,52000,BA or more
2401,female,nonblacknonhispanic,BA,1982,30000,BA or more
2403,female,nonblacknonhispanic,HS,1980,213000,HS
2404,male,nonblacknonhispanic,HS,1984,82000,HS
2407,male,nonblacknonhispanic,HS,1980,105000,BA or more
2409,male,nonblacknonhispanic,HS,1981,95000,HS
2410,male,nonblacknonhispanic,HS,1983,137000,HS
2411,male,nonblacknonhispanic,HS,1982,105000,Some college
2416,female,nonblacknonhispanic,BA,1980,310000,Some college
2417,male,nonblacknonhispanic,GED,1983,130000,HS
2418,male,hispanic,GED,1981,18500,HS
2419,male,hispanic,None,1984,31000,HS
2420,female,nonblacknonhispanic,BA,1984,91750,HS
2421,male,nonblacknonhispanic,HS,1980,150250,BA or more
2422,male,nonblacknonhispanic,BA,1981,124713,BA or more
2423,male,nonblacknonhispanic,AA,1980,155000,BA or more
2426,female,nonblacknonhispanic,HS,1980,144443,HS
2430,female,nonblacknonhispanic,HS,1981,56754,HS
2431,male,nonblacknonhispanic,AA,1984,115000,HS
2434,male,nonblacknonhispanic,BA,1980,89000,Some college
2435,female,nonblacknonhispanic,AA,1983,194500,Some college
2436,male,nonblacknonhispanic,HS,1980,160000,HS
2437,female,nonblacknonhispanic,BA,1984,150000,HS
2439,male,nonblacknonhispanic,BA,1982,177000,Some college
2440,female,black,HS,1980,33000,BA or more
2441,male,black,BA,1981,105600,BA or more
2443,female,hispanic,HS,1984,92200,Some college
2444,female,black,HS,1984,18004,Some college
2445,female,nonblacknonhispanic,None,1982,48000,HS
2446,female,nonblacknonhispanic,GED,1984,70000,HS
2447,male,nonblacknonhispanic,HS,1980,322000,HS
2448,female,nonblacknonhispanic,BA,1981,599728,BA or more
2451,male,nonblacknonhispanic,AA,1982,160000,HS
2452,female,nonblacknonhispanic,AA,1982,9000,less than HS
2453,male,nonblacknonhispanic,HS,1983,51000,less than HS
2454,female,hispanic,GED,1982,189500,HS
2455,male,hispanic,GED,1983,85000,HS
2457,female,nonblacknonhispanic,GED,1983,50000,HS
2458,male,nonblacknonhispanic,BA,1984,186000,BA or more
2460,male,nonblacknonhispanic,ProfD,1983,310000,BA or more
2461,male,nonblacknonhispanic,MA,1982,162000,BA or more
2462,female,nonblacknonhispanic,HS,1981,64450,BA or more
2463,male,nonblacknonhispanic,BA,1984,230000,BA or more
2465,female,nonblacknonhispanic,MA,1982,64000,Some college
2466,male,nonblacknonhispanic,ProfD,1984,187000,BA or more
2468,male,nonblacknonhispanic,BA,1982,39200,BA or more
2470,male,nonblacknonhispanic,HS,1982,53000,Some college
2472,female,nonblacknonhispanic,BA,1983,599728,BA or more
2473,female,nonblacknonhispanic,HS,1982,50120,HS
2474,female,nonblacknonhispanic,HS,1984,1800,HS
2475,female,hispanic,HS,1980,70000,Some college
2477,male,nonblacknonhispanic,HS,1984,20000,Some college
2478,female,nonblacknonhispanic,HS,1980,0,BA or more
2480,male,nonblacknonhispanic,BA,1981,599728,BA or more
2481,male,nonblacknonhispanic,AA,1984,46000,less than HS
2482,female,nonblacknonhispanic,BA,1981,170000,Some college
2483,male,nonblacknonhispanic,HS,1983,10000,Some college
2486,female,nonblacknonhispanic,HS,1980,67000,Some college
2489,female,nonblacknonhispanic,MA,1980,144000,BA or more
2490,male,nonblacknonhispanic,HS,1983,66571,Some college
2491,female,nonblacknonhispanic,HS,1984,50000,Some college
2493,female,nonblacknonhispanic,ProfD,1982,176000,BA or more
2494,female,nonblacknonhispanic,HS,1984,260000,BA or more
2498,male,nonblacknonhispanic,BA,1980,112457,Some college
2499,male,nonblacknonhispanic,AA,1981,190000,Some college
2500,male,nonblacknonhispanic,HS,1983,47000,Some college
2501,female,hispanic,AA,1983,35600,BA or more
2504,female,nonblacknonhispanic,BA,1984,78571,BA or more
2505,female,nonblacknonhispanic,GED,1982,25000,HS
2506,male,nonblacknonhispanic,None,1984,35000,HS
2507,male,nonblacknonhispanic,HS,1984,26800,less than HS
2508,male,nonblacknonhispanic,HS,1982,90080,HS
2509,female,nonblacknonhispanic,HS,1980,14000,Some college
2510,female,nonblacknonhispanic,HS,1983,56000,Some college
2511,male,nonblacknonhispanic,None,1980,60000,Some college
2512,female,nonblacknonhispanic,HS,1981,124000,Some college
2514,male,nonblacknonhispanic,HS,1981,94000,Some college
2515,male,nonblacknonhispanic,HS,1983,130000,Some college
2516,male,nonblacknonhispanic,GED,1981,110000,HS
2517,male,nonblacknonhispanic,HS,1984,50000,HS
2518,female,nonblacknonhispanic,HS,1981,50000,Some college
2519,male,nonblacknonhispanic,AA,1981,98000,Some college
2520,male,nonblacknonhispanic,None,1981,260000,BA or more
2521,female,nonblacknonhispanic,AA,1983,96752,HS
2522,male,nonblacknonhispanic,BA,1981,73557,BA or more
2523,male,nonblacknonhispanic,BA,1984,172000,BA or more
2528,female,nonblacknonhispanic,MA,1981,50000,HS
2530,male,nonblacknonhispanic,HS,1980,115514,HS
2531,female,nonblacknonhispanic,HS,1982,86000,HS
2532,female,nonblacknonhispanic,HS,1980,104700,HS
2533,male,nonblacknonhispanic,GED,1982,0,HS
2534,male,nonblacknonhispanic,GED,1983,70000,HS
2535,male,nonblacknonhispanic,HS,1981,75000,HS
2536,male,nonblacknonhispanic,HS,1981,85000,HS
2537,male,nonblacknonhispanic,HS,1983,146000,HS
2538,female,nonblacknonhispanic,HS,1980,100200,HS
2541,male,nonblacknonhispanic,HS,1984,58009,BA or more
2543,female,nonblacknonhispanic,AA,1980,30600,HS
2544,female,nonblacknonhispanic,AA,1983,130661,HS
2545,male,nonblacknonhispanic,HS,1981,599728,HS
2546,male,nonblacknonhispanic,GED,1981,85000,HS
2547,female,nonblacknonhispanic,HS,1981,83300,HS
2548,male,nonblacknonhispanic,AA,1984,240000,HS
2549,female,nonblacknonhispanic,HS,1983,92000,HS
2551,female,nonblacknonhispanic,MA,1981,132000,HS
2552,male,nonblacknonhispanic,BA,1984,96490,BA or more
2553,female,nonblacknonhispanic,MA,1980,80000,HS
2554,female,nonblacknonhispanic,BA,1981,120000,BA or more
2557,female,nonblacknonhispanic,BA,1984,186000,Some college
2558,male,nonblacknonhispanic,MA,1981,193000,BA or more
2562,male,nonblacknonhispanic,HS,1983,110800,HS
2563,male,nonblacknonhispanic,HS,1983,60000,BA or more
2564,male,nonblacknonhispanic,BA,1984,133000,BA or more
2566,male,nonblacknonhispanic,ProfD,1984,166804,BA or more
2567,female,nonblacknonhispanic,AA,1980,155000,BA or more
2568,male,nonblacknonhispanic,HS,1980,113000,HS
2569,male,nonblacknonhispanic,HS,1982,29400,HS
2570,female,nonblacknonhispanic,HS,1981,75000,HS
2571,female,nonblacknonhispanic,HS,1984,102000,HS
2572,female,nonblacknonhispanic,MA,1982,148750,BA or more
2573,male,nonblacknonhispanic,MA,1983,196000,BA or more
2574,male,nonblacknonhispanic,AA,1981,116000,BA or more
2575,male,nonblacknonhispanic,PhD,1981,143000,BA or more
2577,female,nonblacknonhispanic,BA,1980,198200,Some college
2579,female,nonblacknonhispanic,BA,1980,104573,BA or more
2580,female,nonblacknonhispanic,BA,1982,103178,BA or more
2581,male,nonblacknonhispanic,MA,1983,165000,BA or more
2582,female,nonblacknonhispanic,HS,1982,82020,HS
2583,female,nonblacknonhispanic,BA,1982,116000,BA or more
2584,male,nonblacknonhispanic,AA,1983,128000,BA or more
2586,female,nonblacknonhispanic,HS,1984,362000,HS
2590,female,nonblacknonhispanic,HS,1981,300,HS
2592,female,nonblacknonhispanic,MA,1981,174000,BA or more
2594,male,nonblacknonhispanic,BA,1983,112821,BA or more
2595,male,nonblacknonhispanic,None,1980,75000,HS
2596,male,nonblacknonhispanic,BA,1980,599728,BA or more
2599,female,nonblacknonhispanic,HS,1981,30000,Some college
2600,female,nonblacknonhispanic,HS,1982,1500,Some college
2601,female,nonblacknonhispanic,HS,1981,66000,BA or more
2602,male,black,HS,1982,93000,HS
2604,male,nonblacknonhispanic,HS,1983,26010,Some college
2606,male,nonblacknonhispanic,AA,1980,87200,Some college
2607,female,nonblacknonhispanic,BA,1981,138814,HS
2608,male,nonblacknonhispanic,HS,1984,119000,HS
2610,female,nonblacknonhispanic,BA,1982,95000,Some college
2612,female,nonblacknonhispanic,HS,1984,22300,less than HS
2614,male,nonblacknonhispanic,BA,1983,128265,Some college
2616,male,nonblacknonhispanic,BA,1981,268999,BA or more
2618,male,nonblacknonhispanic,BA,1983,200000,BA or more
2619,female,nonblacknonhispanic,BA,1981,215000,BA or more
2621,female,nonblacknonhispanic,BA,1983,160000,BA or more
2622,male,nonblacknonhispanic,HS,1981,75020,Some college
2624,male,nonblacknonhispanic,BA,1981,163000,HS
2625,female,nonblacknonhispanic,BA,1980,176000,Some college
2626,female,nonblacknonhispanic,BA,1981,169900,Some college
2627,male,nonblacknonhispanic,HS,1982,80115,HS
2630,male,nonblacknonhispanic,HS,1982,108000,HS
2632,female,nonblacknonhispanic,HS,1983,2500,HS
2634,female,nonblacknonhispanic,HS,1980,599728,BA or more
2635,female,nonblacknonhispanic,MA,1982,95000,BA or more
2637,male,nonblacknonhispanic,BA,1981,100000,Some college
2640,female,nonblacknonhispanic,MA,1984,163000,BA or more
2649,male,nonblacknonhispanic,HS,1984,3168,less than HS
2651,male,nonblacknonhispanic,GED,1983,0,Some college
2654,female,nonblacknonhispanic,BA,1983,85000,HS
2655,female,nonblacknonhispanic,HS,1984,167550,HS
2656,female,nonblacknonhispanic,None,1981,37000,Some college
2657,female,nonblacknonhispanic,GED,1982,5000,Some college
2658,male,nonblacknonhispanic,BA,1981,228929,BA or more
2660,male,nonblacknonhispanic,HS,1980,60000,Some college
2661,male,nonblacknonhispanic,MA,1982,131000,Some college
2662,male,nonblacknonhispanic,BA,1982,155200,BA or more
2664,female,nonblacknonhispanic,BA,1981,113000,BA or more
2665,male,nonblacknonhispanic,HS,1983,65000,BA or more
2666,male,nonblacknonhispanic,HS,1983,38000,Some college
2668,male,nonblacknonhispanic,HS,1980,40000,BA or more
2669,female,nonblacknonhispanic,BA,1981,164000,BA or more
2670,female,nonblacknonhispanic,BA,1983,184800,Some college
2672,female,nonblacknonhispanic,BA,1980,190000,Some college
2673,male,nonblacknonhispanic,MA,1983,153000,Some college
2674,female,nonblacknonhispanic,HS,1982,93000,Some college
2675,female,nonblacknonhispanic,AA,1984,21511,Some college
2676,male,nonblacknonhispanic,BA,1984,210060,HS
2680,female,nonblacknonhispanic,AA,1981,122500,Some college
2681,female,nonblacknonhispanic,BA,1981,159628,BA or more
2683,male,black,HS,1983,49200,BA or more
2684,female,nonblacknonhispanic,HS,1982,39421,Some college
2685,female,nonblacknonhispanic,HS,1980,46000,HS
2686,female,nonblacknonhispanic,HS,1983,141371,HS
2687,female,nonblacknonhispanic,BA,1983,80000,BA or more
2688,male,nonblacknonhispanic,HS,1980,25000,Some college
2689,male,nonblacknonhispanic,BA,1982,80000,Some college
2694,male,nonblacknonhispanic,GED,1980,71050,Some college
2695,male,nonblacknonhispanic,None,1981,147000,Some college
2696,male,nonblacknonhispanic,None,1983,110000,Some college
2697,male,nonblacknonhispanic,HS,1980,55911,HS
2698,female,nonblacknonhispanic,BA,1981,599728,BA or more
2699,female,nonblacknonhispanic,MA,1982,125740,Some college
2701,male,nonblacknonhispanic,AA,1980,127000,BA or more
2702,male,nonblacknonhispanic,AA,1983,84543,HS
2703,male,nonblacknonhispanic,BA,1980,72000,Some college
2704,male,nonblacknonhispanic,HS,1980,82112,BA or more
2705,female,nonblacknonhispanic,HS,1980,180000,Some college
2707,female,nonblacknonhispanic,AA,1983,27000,HS
2708,female,nonblacknonhispanic,AA,1984,127000,HS
2709,female,nonblacknonhispanic,BA,1981,115000,BA or more
2710,male,nonblacknonhispanic,MA,1983,86992,BA or more
2711,male,nonblacknonhispanic,BA,1983,599728,less than HS
2712,female,nonblacknonhispanic,None,1983,67000,less than HS
2715,male,nonblacknonhispanic,HS,1981,56600,less than HS
2716,male,black,ProfD,1983,81000,BA or more
2717,female,black,HS,1980,8500,less than HS
2718,female,black,None,1983,34500,HS
2721,male,black,HS,1982,30000,HS
2722,female,black,BA,1981,150000,less than HS
2723,female,black,HS,1984,0,Some college
2724,female,black,HS,1982,40650,Some college
2725,female,nonblacknonhispanic,BA,1982,76626,BA or more
2727,male,hispanic,MA,1982,125000,BA or more
2728,male,nonblacknonhispanic,BA,1984,57300,BA or more
2729,female,nonblacknonhispanic,HS,1980,5000,HS
2730,male,nonblacknonhispanic,MA,1980,117500,BA or more
2731,male,nonblacknonhispanic,BA,1982,312429,BA or more
2732,male,nonblacknonhispanic,BA,1983,205000,Some college
2733,male,nonblacknonhispanic,HS,1982,96100,BA or more
2734,female,nonblacknonhispanic,BA,1983,66750,BA or more
2735,male,hispanic,AA,1984,81000,BA or more
2736,male,nonblacknonhispanic,HS,1984,24000,BA or more
2737,male,nonblacknonhispanic,MA,1981,71020,Some college
2738,male,nonblacknonhispanic,BA,1982,88750,Some college
2739,female,nonblacknonhispanic,BA,1980,272000,HS
2741,male,nonblacknonhispanic,HS,1981,120000,BA or more
2742,male,nonblacknonhispanic,HS,1981,55000,BA or more
2743,male,nonblacknonhispanic,HS,1981,175000,BA or more
2744,female,nonblacknonhispanic,AA,1980,50000,BA or more
2745,female,nonblacknonhispanic,HS,1984,78024,Some college
2746,female,hispanic,HS,1983,30500,Some college
2748,female,nonblacknonhispanic,BA,1984,105000,BA or more
2749,female,nonblacknonhispanic,HS,1980,88884,Some college
2750,female,nonblacknonhispanic,BA,1981,91000,Some college
2754,female,nonblacknonhispanic,BA,1982,302000,HS
2755,male,nonblacknonhispanic,BA,1984,599728,HS
2756,male,nonblacknonhispanic,PhD,1983,78000,BA or more
2757,female,nonblacknonhispanic,BA,1984,78700,BA or more
2758,male,nonblacknonhispanic,ProfD,1980,182000,BA or more
2759,male,nonblacknonhispanic,None,1982,75000,HS
2760,female,nonblacknonhispanic,None,1981,3600,less than HS
2761,male,nonblacknonhispanic,HS,1982,75000,HS
2763,female,nonblacknonhispanic,HS,1984,27800,HS
2764,female,black,HS,1984,115000,HS
2765,male,nonblacknonhispanic,BA,1982,93000,BA or more
2766,male,nonblacknonhispanic,None,1983,20000,BA or more
2767,female,nonblacknonhispanic,GED,1980,65000,Some college
2768,female,nonblacknonhispanic,BA,1982,225100,BA or more
2772,female,nonblacknonhispanic,MA,1982,50000,HS
2775,male,nonblacknonhispanic,HS,1982,162834,Some college
2776,male,nonblacknonhispanic,BA,1984,120000,Some college
2777,female,nonblacknonhispanic,BA,1981,143550,BA or more
2778,male,nonblacknonhispanic,BA,1983,97000,BA or more
2779,male,nonblacknonhispanic,BA,1981,100000,Some college
2780,female,nonblacknonhispanic,HS,1984,110000,HS
2781,female,nonblacknonhispanic,BA,1980,122500,HS
2782,female,nonblacknonhispanic,BA,1980,145420,Some college
2784,female,nonblacknonhispanic,HS,1980,52000,BA or more
2785,female,nonblacknonhispanic,HS,1983,85000,BA or more
2787,female,nonblacknonhispanic,HS,1981,125960,Some college
2788,male,nonblacknonhispanic,HS,1983,105000,Some college
2789,male,nonblacknonhispanic,HS,1982,73000,HS
2790,male,nonblacknonhispanic,HS,1980,172600,Some college
2791,male,nonblacknonhispanic,BA,1982,160000,Some college
2793,female,nonblacknonhispanic,HS,1983,42000,less than HS
2794,male,nonblacknonhispanic,HS,1981,111536,HS
2795,male,nonblacknonhispanic,HS,1981,73000,Some college
2798,male,nonblacknonhispanic,GED,1983,40000,Some college
2799,male,black,HS,1980,80000,BA or more
2800,male,black,GED,1981,2500,BA or more
2801,female,nonblacknonhispanic,BA,1983,174000,BA or more
2802,female,nonblacknonhispanic,MA,1982,85000,Some college
2805,female,nonblacknonhispanic,HS,1982,53000,Some college
2806,female,nonblacknonhispanic,BA,1982,90000,BA or more
2807,male,nonblacknonhispanic,HS,1984,72000,BA or more
2809,female,black,GED,1981,145000,Some college
2811,female,black,AA,1984,33000,HS
2812,female,nonblacknonhispanic,HS,1981,43000,Some college
2815,female,black,None,1983,0,less than HS
2816,female,black,HS,1984,60000,less than HS
2818,female,nonblacknonhispanic,HS,1984,70000,BA or more
2819,male,black,HS,1981,179000,Some college
2820,female,black,BA,1983,92000,Some college
2827,female,black,GED,1982,0,less than HS
2828,female,black,HS,1982,90500,BA or more
2829,male,nonblacknonhispanic,GED,1980,50000,HS
2831,male,nonblacknonhispanic,None,1980,25000,HS
2832,female,nonblacknonhispanic,HS,1982,35000,HS
2833,male,nonblacknonhispanic,BA,1983,88013,BA or more
2836,female,black,HS,1980,237000,Some college
2840,female,nonblacknonhispanic,BA,1983,70000,Some college
2841,female,nonblacknonhispanic,MA,1983,196000,Some college
2845,female,nonblacknonhispanic,AA,1982,55300,HS
2847,female,nonblacknonhispanic,GED,1984,30000,HS
2848,female,nonblacknonhispanic,BA,1980,70000,HS
2849,female,nonblacknonhispanic,None,1982,39343,HS
2851,male,nonblacknonhispanic,GED,1983,45000,HS
2854,male,nonblacknonhispanic,GED,1983,100000,HS
2856,female,nonblacknonhispanic,HS,1983,500,Some college
2858,male,nonblacknonhispanic,MA,1981,40000,HS
2859,female,nonblacknonhispanic,HS,1983,0,less than HS
2860,male,nonblacknonhispanic,None,1980,0,less than HS
2861,female,nonblacknonhispanic,None,1982,25000,less than HS
