ID,sex,race,educ,yob,hhincome2021,parent_edu
4548,female,nonblacknonhispanic,HS,1984,100000,BA or more
4549,female,nonblacknonhispanic,HS,1982,23533,Some college
4550,female,nonblacknonhispanic,BA,1984,42000,BA or more
4551,male,nonblacknonhispanic,HS,1984,114000,Some college
4553,female,nonblacknonhispanic,BA,1984,277000,Some college
4554,female,nonblacknonhispanic,GED,1982,109500,HS
4555,male,hispanic,HS,1981,88000,HS
4556,female,nonblacknonhispanic,HS,1982,260000,Some college
4557,female,nonblacknonhispanic,BA,1984,100000,Some college
4559,female,nonblacknonhispanic,HS,1981,153600,HS
4560,female,nonblacknonhispanic,AA,1983,140000,HS
4568,female,nonblacknonhispanic,BA,1981,239586,HS
4571,male,nonblacknonhispanic,GED,1983,50000,Some college
4572,male,multi,GED,1980,25000,HS
4573,male,nonblacknonhispanic,HS,1984,47168,BA or more
4574,male,nonblacknonhispanic,BA,1983,88986,BA or more
4576,male,nonblacknonhispanic,HS,1983,91671,HS
4577,male,nonblacknonhispanic,BA,1984,185000,HS
4578,female,nonblacknonhispanic,HS,1981,100000,BA or more
4579,female,nonblacknonhispanic,HS,1981,207300,HS
4580,male,nonblacknonhispanic,AA,1983,61500,HS
4581,female,nonblacknonhispanic,AA,1982,222171,BA or more
4585,male,nonblacknonhispanic,HS,1982,66600,HS
4586,male,nonblacknonhispanic,GED,1982,20000,Some college
4588,female,nonblacknonhispanic,HS,1980,272000,less than HS
4591,male,nonblacknonhispanic,BA,1981,121400,HS
4592,male,hispanic,HS,1984,81371,Some college
4594,female,multi,HS,1984,0,BA or more
4595,female,nonblacknonhispanic,HS,1984,78000,HS
4597,female,nonblacknonhispanic,BA,1982,63000,Some college
4598,female,nonblacknonhispanic,HS,1983,73850,Some college
4599,female,nonblacknonhispanic,BA,1983,240000,HS
4600,male,nonblacknonhispanic,BA,1980,599728,HS
4601,female,nonblacknonhispanic,BA,1980,248000,HS
4602,male,nonblacknonhispanic,HS,1983,200000,HS
4603,female,nonblacknonhispanic,BA,1983,200000,BA or more
4606,male,nonblacknonhispanic,GED,1983,115000,BA or more
4607,female,nonblacknonhispanic,HS,1984,14700,HS
4608,female,nonblacknonhispanic,HS,1983,136620,Some college
4611,female,nonblacknonhispanic,HS,1983,107143,Some college
4613,male,multi,HS,1980,90000,BA or more
4614,male,hispanic,HS,1981,188486,less than HS
4615,male,nonblacknonhispanic,HS,1982,72000,BA or more
4616,male,nonblacknonhispanic,GED,1980,24000,Some college
4617,male,nonblacknonhispanic,HS,1981,185000,Some college
4619,female,nonblacknonhispanic,AA,1982,100000,HS
4620,female,nonblacknonhispanic,BA,1983,118000,Some college
4621,female,black,HS,1983,1500,Some college
4622,male,nonblacknonhispanic,HS,1982,83836,Some college
4623,male,nonblacknonhispanic,HS,1984,184000,Some college
4626,female,nonblacknonhispanic,HS,1982,291000,Some college
4628,female,nonblacknonhispanic,HS,1980,28971,HS
4629,male,nonblacknonhispanic,MA,1981,61070,BA or more
4630,female,nonblacknonhispanic,MA,1984,63000,BA or more
4632,male,nonblacknonhispanic,GED,1980,3050,Some college
4633,female,multi,AA,1983,73400,Some college
4634,female,nonblacknonhispanic,BA,1982,159308,HS
4635,female,nonblacknonhispanic,HS,1983,109000,HS
4637,male,hispanic,HS,1981,75000,Some college
4638,male,hispanic,None,1983,274000,Some college
4639,male,black,GED,1983,0,Some college
4643,male,nonblacknonhispanic,BA,1980,67486,BA or more
4645,male,nonblacknonhispanic,BA,1983,599728,BA or more
4646,male,nonblacknonhispanic,PhD,1983,140000,BA or more
4647,female,nonblacknonhispanic,BA,1982,279050,BA or more
4648,female,nonblacknonhispanic,MA,1984,194750,BA or more
4649,female,nonblacknonhispanic,AA,1981,72200,Some college
4654,male,black,BA,1982,51000,HS
4655,female,nonblacknonhispanic,AA,1981,0,HS
4656,female,black,HS,1980,0,HS
4657,female,black,HS,1982,5000,HS
4658,female,black,HS,1980,62500,BA or more
4660,male,black,None,1980,108252,HS
4663,male,nonblacknonhispanic,HS,1980,65000,Some college
4664,female,nonblacknonhispanic,HS,1984,60000,HS
4665,male,nonblacknonhispanic,GED,1980,45000,Some college
4666,male,nonblacknonhispanic,HS,1982,127279,Some college
4668,male,hispanic,HS,1982,58343,Some college
4669,male,nonblacknonhispanic,HS,1983,110000,HS
4670,female,hispanic,HS,1981,28400,Some college
4671,female,hispanic,BA,1983,599728,Some college
4673,female,nonblacknonhispanic,AA,1984,100300,BA or more
4675,female,black,HS,1980,45000,less than HS
4679,male,hispanic,HS,1983,38429,Some college
4680,male,nonblacknonhispanic,HS,1982,80750,Some college
4687,female,nonblacknonhispanic,HS,1984,125000,HS
4690,male,nonblacknonhispanic,GED,1980,154000,less than HS
4691,male,nonblacknonhispanic,HS,1983,185000,less than HS
4692,male,nonblacknonhispanic,None,1980,25000,HS
4697,female,nonblacknonhispanic,MA,1984,56000,Some college
4699,female,hispanic,AA,1981,20000,less than HS
4700,female,hispanic,BA,1982,50000,less than HS
4702,male,hispanic,BA,1984,179000,Some college
4707,female,hispanic,AA,1984,80000,HS
4708,female,nonblacknonhispanic,HS,1982,103000,HS
4709,male,nonblacknonhispanic,AA,1983,80000,HS
4710,male,nonblacknonhispanic,ProfD,1980,152000,Some college
4711,female,nonblacknonhispanic,MA,1982,165700,Some college
4714,female,nonblacknonhispanic,HS,1981,125000,Some college
4715,female,hispanic,HS,1982,2500,Some college
4716,female,nonblacknonhispanic,HS,1984,62614,Some college
4717,male,hispanic,HS,1980,140000,less than HS
4718,female,hispanic,HS,1981,39586,less than HS
4719,female,nonblacknonhispanic,MA,1980,170800,BA or more
4720,female,nonblacknonhispanic,HS,1983,204000,HS
4721,female,nonblacknonhispanic,HS,1980,90100,Some college
4722,female,nonblacknonhispanic,HS,1982,167600,Some college
4723,female,nonblacknonhispanic,BA,1982,88959,BA or more
4726,female,nonblacknonhispanic,HS,1981,22892,less than HS
4728,female,nonblacknonhispanic,HS,1982,120400,Some college
4730,female,nonblacknonhispanic,BA,1981,184000,BA or more
4731,male,nonblacknonhispanic,MA,1981,128150,BA or more
4732,female,nonblacknonhispanic,BA,1983,250750,BA or more
4733,female,hispanic,HS,1984,77560,less than HS
4736,male,nonblacknonhispanic,HS,1984,173000,Some college
4737,male,nonblacknonhispanic,HS,1982,150000,Some college
4739,female,hispanic,PhD,1982,99500,BA or more
4740,male,hispanic,BA,1980,115000,HS
4743,male,black,HS,1982,150000,Some college
4747,female,black,BA,1980,40000,BA or more
4748,female,nonblacknonhispanic,HS,1983,50000,BA or more
4749,male,nonblacknonhispanic,GED,1980,82800,HS
4750,male,nonblacknonhispanic,HS,1982,45000,HS
4751,male,nonblacknonhispanic,BA,1981,150000,BA or more
4752,male,nonblacknonhispanic,BA,1981,93000,HS
4753,female,nonblacknonhispanic,BA,1982,599728,HS
4754,female,nonblacknonhispanic,HS,1981,269989,HS
4755,female,hispanic,BA,1980,60550,BA or more
4758,female,black,HS,1980,599728,Some college
4759,male,nonblacknonhispanic,HS,1981,115000,HS
4760,female,nonblacknonhispanic,GED,1984,55000,HS
4761,female,nonblacknonhispanic,GED,1983,90000,Some college
4763,male,nonblacknonhispanic,BA,1983,599728,BA or more
4764,male,hispanic,HS,1981,106000,less than HS
4765,male,nonblacknonhispanic,HS,1981,94200,BA or more
4768,female,hispanic,HS,1982,33000,HS
4769,male,nonblacknonhispanic,BA,1980,599728,Some college
4772,female,hispanic,HS,1984,93324,Some college
4773,female,hispanic,HS,1980,87000,Some college
4774,male,hispanic,HS,1983,89000,Some college
4775,female,hispanic,HS,1983,40500,HS
4776,male,hispanic,BA,1983,65000,less than HS
4777,female,hispanic,HS,1980,45000,less than HS
4778,female,hispanic,None,1981,42000,less than HS
4779,female,hispanic,HS,1983,64000,HS
4780,male,hispanic,HS,1980,70000,Some college
4781,male,nonblacknonhispanic,HS,1980,0,less than HS
4782,male,hispanic,MA,1981,120000,less than HS
4783,female,hispanic,AA,1982,130000,less than HS
4784,female,hispanic,HS,1983,100000,less than HS
4785,female,hispanic,HS,1980,70929,HS
4786,female,hispanic,HS,1983,83500,HS
4787,male,nonblacknonhispanic,AA,1982,30000,BA or more
4788,male,nonblacknonhispanic,PhD,1980,599728,BA or more
4789,female,nonblacknonhispanic,BA,1982,599728,BA or more
4790,male,nonblacknonhispanic,HS,1983,2000,BA or more
4792,female,nonblacknonhispanic,BA,1982,133500,Some college
4793,male,nonblacknonhispanic,BA,1980,23829,BA or more
4795,female,hispanic,GED,1981,16800,HS
4797,female,nonblacknonhispanic,AA,1984,98716,BA or more
4798,male,hispanic,BA,1984,62016,BA or more
4799,male,nonblacknonhispanic,AA,1981,105000,BA or more
4800,male,nonblacknonhispanic,HS,1982,24500,HS
4801,female,nonblacknonhispanic,HS,1983,70000,BA or more
4804,female,nonblacknonhispanic,BA,1982,124000,HS
4805,male,nonblacknonhispanic,HS,1983,60000,less than HS
4810,male,nonblacknonhispanic,GED,1982,24500,HS
4811,female,nonblacknonhispanic,HS,1984,80930,HS
4812,female,nonblacknonhispanic,MA,1983,35383,BA or more
4813,male,nonblacknonhispanic,BA,1982,165929,BA or more
4814,male,nonblacknonhispanic,MA,1983,195500,BA or more
4815,female,nonblacknonhispanic,PhD,1983,277500,BA or more
4817,male,nonblacknonhispanic,AA,1981,126000,BA or more
4820,male,nonblacknonhispanic,HS,1982,110000,Some college
4821,female,nonblacknonhispanic,MA,1983,185000,Some college
4822,female,nonblacknonhispanic,MA,1983,599728,Some college
4826,male,nonblacknonhispanic,MA,1980,240025,BA or more
4827,male,nonblacknonhispanic,BA,1981,599728,BA or more
4828,female,nonblacknonhispanic,MA,1981,133000,HS
4830,male,nonblacknonhispanic,MA,1983,138000,BA or more
4831,male,nonblacknonhispanic,GED,1981,4000,HS
4832,male,nonblacknonhispanic,MA,1983,44414,BA or more
4833,male,nonblacknonhispanic,PhD,1980,174000,BA or more
4834,female,nonblacknonhispanic,GED,1980,29952,less than HS
4835,male,nonblacknonhispanic,HS,1983,0,less than HS
4837,female,nonblacknonhispanic,BA,1980,128120,BA or more
4838,female,nonblacknonhispanic,MA,1982,160000,HS
4839,male,nonblacknonhispanic,MA,1984,294729,HS
4841,female,nonblacknonhispanic,AA,1982,35486,Some college
4842,female,nonblacknonhispanic,MA,1984,130000,Some college
4843,female,nonblacknonhispanic,HS,1981,62000,HS
4844,male,nonblacknonhispanic,HS,1983,0,HS
4845,male,nonblacknonhispanic,AA,1981,56500,HS
4846,female,nonblacknonhispanic,GED,1983,262429,HS
4847,male,nonblacknonhispanic,GED,1980,101000,less than HS
4848,male,nonblacknonhispanic,HS,1984,200000,HS
4849,male,nonblacknonhispanic,GED,1982,205500,BA or more
4851,male,nonblacknonhispanic,HS,1984,154010,HS
4852,female,nonblacknonhispanic,BA,1980,227750,BA or more
4853,male,nonblacknonhispanic,BA,1984,94126,BA or more
4856,female,hispanic,HS,1981,100000,less than HS
4857,female,hispanic,HS,1984,0,less than HS
4858,female,nonblacknonhispanic,ProfD,1984,240000,BA or more
4861,male,nonblacknonhispanic,GED,1980,108000,HS
4862,female,nonblacknonhispanic,AA,1981,31300,HS
4863,male,nonblacknonhispanic,BA,1981,140932,BA or more
4865,female,nonblacknonhispanic,HS,1982,255000,BA or more
4866,male,nonblacknonhispanic,MA,1982,281000,HS
4867,female,nonblacknonhispanic,None,1982,100000,less than HS
4869,male,nonblacknonhispanic,HS,1983,105050,less than HS
4870,male,nonblacknonhispanic,BA,1980,51753,HS
4871,female,nonblacknonhispanic,BA,1981,27000,Some college
4873,female,nonblacknonhispanic,AA,1982,60700,HS
4875,female,nonblacknonhispanic,MA,1982,0,Some college
4876,female,nonblacknonhispanic,BA,1982,101000,Some college
4877,female,nonblacknonhispanic,HS,1984,95000,Some college
4878,female,nonblacknonhispanic,MA,1982,210000,HS
4880,female,nonblacknonhispanic,GED,1983,83441,HS
4881,female,nonblacknonhispanic,BA,1983,112743,Some college
4885,female,nonblacknonhispanic,HS,1983,51374,BA or more
4886,male,nonblacknonhispanic,HS,1984,45000,HS
4887,male,nonblacknonhispanic,AA,1983,41775,Some college
4889,male,nonblacknonhispanic,HS,1982,599728,BA or more
4890,male,nonblacknonhispanic,MA,1983,115000,BA or more
4891,male,nonblacknonhispanic,BA,1982,599728,Some college
4892,male,nonblacknonhispanic,None,1982,83571,less than HS
4893,female,nonblacknonhispanic,GED,1980,0,BA or more
4895,female,nonblacknonhispanic,MA,1982,92000,HS
4897,male,nonblacknonhispanic,MA,1984,370000,Some college
4898,female,nonblacknonhispanic,HS,1982,79458,HS
4899,female,nonblacknonhispanic,BA,1982,109000,Some college
4900,male,nonblacknonhispanic,MA,1980,65000,Some college
4901,female,nonblacknonhispanic,HS,1980,66000,HS
4902,male,nonblacknonhispanic,HS,1983,0,HS
4903,female,black,AA,1983,75000,Some college
4906,male,nonblacknonhispanic,HS,1983,165000,HS
4907,male,nonblacknonhispanic,AA,1984,135000,HS
4908,male,nonblacknonhispanic,HS,1980,24000,HS
4909,male,nonblacknonhispanic,HS,1982,25000,HS
4910,male,nonblacknonhispanic,GED,1984,30000,HS
4911,male,nonblacknonhispanic,MA,1982,138000,HS
4912,male,nonblacknonhispanic,AA,1984,100000,HS
4914,male,nonblacknonhispanic,GED,1983,54500,Some college
4915,female,nonblacknonhispanic,AA,1980,50000,HS
4916,male,nonblacknonhispanic,BA,1983,175000,HS
4917,female,nonblacknonhispanic,HS,1981,134000,Some college
4921,male,nonblacknonhispanic,HS,1981,108500,HS
4922,male,nonblacknonhispanic,HS,1983,114250,HS
4926,female,nonblacknonhispanic,BA,1980,113000,BA or more
4927,male,nonblacknonhispanic,BA,1983,102000,BA or more
4929,male,nonblacknonhispanic,HS,1982,50357,BA or more
4930,male,nonblacknonhispanic,HS,1984,140000,BA or more
4931,male,nonblacknonhispanic,HS,1982,109000,HS
4934,male,nonblacknonhispanic,None,1984,151000,HS
4937,male,black,GED,1983,40000,BA or more
4940,male,nonblacknonhispanic,HS,1982,25000,BA or more
4941,female,nonblacknonhispanic,MA,1984,115000,BA or more
4942,male,nonblacknonhispanic,BA,1981,72500,HS
4943,male,nonblacknonhispanic,MA,1982,113000,HS
4944,female,nonblacknonhispanic,MA,1983,599728,HS
4947,male,nonblacknonhispanic,MA,1983,115000,Some college
4950,male,nonblacknonhispanic,None,1980,66700,less than HS
4953,male,nonblacknonhispanic,HS,1980,0,HS
4954,male,nonblacknonhispanic,HS,1982,50000,HS
4955,female,nonblacknonhispanic,HS,1981,130000,Some college
4958,female,nonblacknonhispanic,GED,1984,80500,HS
4959,female,nonblacknonhispanic,GED,1984,106000,HS
4961,female,nonblacknonhispanic,HS,1980,10500,Some college
4962,female,nonblacknonhispanic,HS,1984,599728,Some college
4963,female,nonblacknonhispanic,HS,1980,84200,HS
4965,male,nonblacknonhispanic,HS,1982,0,HS
4966,female,nonblacknonhispanic,HS,1984,71250,HS
4971,male,nonblacknonhispanic,AA,1983,84000,BA or more
4972,male,nonblacknonhispanic,HS,1980,68000,HS
4973,female,nonblacknonhispanic,HS,1980,123000,HS
4974,female,nonblacknonhispanic,GED,1981,105177,HS
4975,male,nonblacknonhispanic,HS,1983,122000,HS
4976,female,nonblacknonhispanic,BA,1981,90000,Some college
4977,male,nonblacknonhispanic,HS,1984,10300,HS
4983,male,nonblacknonhispanic,HS,1983,18005,HS
4986,male,nonblacknonhispanic,GED,1981,145000,Some college
4987,male,nonblacknonhispanic,MA,1983,139800,Some college
4989,male,nonblacknonhispanic,GED,1982,28750,Some college
4990,female,nonblacknonhispanic,MA,1982,125000,BA or more
4991,female,nonblacknonhispanic,BA,1984,60000,BA or more
4992,male,nonblacknonhispanic,HS,1981,262543,BA or more
4993,female,nonblacknonhispanic,HS,1982,110000,BA or more
5000,male,nonblacknonhispanic,HS,1982,0,HS
5001,female,nonblacknonhispanic,None,1983,0,HS
5002,male,nonblacknonhispanic,GED,1983,36000,less than HS
5003,female,nonblacknonhispanic,HS,1984,17680,less than HS
5005,female,nonblacknonhispanic,None,1984,80000,HS
5008,female,nonblacknonhispanic,HS,1983,60000,BA or more
5009,female,nonblacknonhispanic,HS,1980,7500,HS
5010,male,nonblacknonhispanic,MA,1980,68020,HS
5011,female,nonblacknonhispanic,HS,1981,16000,HS
5012,male,nonblacknonhispanic,AA,1980,169000,HS
5013,male,nonblacknonhispanic,GED,1982,88743,HS
5014,male,nonblacknonhispanic,HS,1981,30000,Some college
5015,female,nonblacknonhispanic,GED,1983,10000,Some college
5017,female,nonblacknonhispanic,BA,1981,122050,Some college
5018,female,nonblacknonhispanic,BA,1984,265001,Some college
5020,male,hispanic,AA,1981,36936,Some college
5022,female,nonblacknonhispanic,HS,1983,15000,HS
5023,male,nonblacknonhispanic,GED,1982,68616,HS
5024,female,nonblacknonhispanic,MA,1982,131000,BA or more
5026,male,hispanic,BA,1983,180250,Some college
5029,male,nonblacknonhispanic,HS,1983,45010,Some college
5030,male,nonblacknonhispanic,BA,1983,70000,BA or more
5031,male,nonblacknonhispanic,MA,1981,180314,Some college
5032,female,nonblacknonhispanic,HS,1980,4500,Some college
5033,male,nonblacknonhispanic,AA,1982,40000,Some college
5034,male,nonblacknonhispanic,HS,1982,104000,BA or more
5035,female,nonblacknonhispanic,HS,1980,40000,HS
5037,male,nonblacknonhispanic,HS,1981,120000,HS
5038,male,nonblacknonhispanic,None,1981,85800,HS
5039,female,nonblacknonhispanic,GED,1982,19200,HS
5043,female,hispanic,HS,1984,200000,BA or more
5044,male,nonblacknonhispanic,BA,1981,105000,BA or more
5045,male,nonblacknonhispanic,BA,1981,175000,BA or more
5046,female,nonblacknonhispanic,GED,1980,65500,HS
5047,male,nonblacknonhispanic,GED,1981,60000,HS
5050,male,hispanic,GED,1984,90000,BA or more
5051,female,nonblacknonhispanic,HS,1981,94000,BA or more
5052,male,nonblacknonhispanic,HS,1983,115000,BA or more
5053,male,nonblacknonhispanic,HS,1981,599728,Some college
5054,female,nonblacknonhispanic,MA,1980,151000,Some college
5055,male,nonblacknonhispanic,HS,1983,720,BA or more
5057,female,black,BA,1982,85000,BA or more
5060,female,nonblacknonhispanic,MA,1981,163000,HS
5062,male,black,HS,1984,94079,Some college
5063,male,nonblacknonhispanic,GED,1983,40000,Some college
5064,male,nonblacknonhispanic,HS,1983,15000,Some college
5068,female,black,HS,1982,76776,BA or more
5069,female,black,HS,1984,25000,BA or more
5070,male,hispanic,GED,1984,15000,less than HS
5072,female,hispanic,GED,1981,25000,HS
5073,female,nonblacknonhispanic,BA,1982,163000,Some college
5075,female,nonblacknonhispanic,BA,1983,57169,Some college
5076,male,nonblacknonhispanic,GED,1980,33500,HS
5077,male,nonblacknonhispanic,AA,1983,97000,BA or more
5079,female,nonblacknonhispanic,None,1980,30000,HS
5081,male,nonblacknonhispanic,HS,1983,75000,HS
5082,female,nonblacknonhispanic,BA,1980,84300,BA or more
5084,male,nonblacknonhispanic,BA,1982,125000,BA or more
5086,female,nonblacknonhispanic,HS,1982,165000,less than HS
5088,male,nonblacknonhispanic,HS,1981,159000,less than HS
5089,female,nonblacknonhispanic,HS,1984,80000,less than HS
5092,female,nonblacknonhispanic,BA,1980,17500,BA or more
5093,male,nonblacknonhispanic,None,1983,65000,HS
5094,male,nonblacknonhispanic,HS,1980,65429,BA or more
5096,female,nonblacknonhispanic,BA,1983,85000,HS
5100,male,nonblacknonhispanic,BA,1982,195200,HS
5102,male,hispanic,HS,1980,33000,Some college
5103,male,nonblacknonhispanic,HS,1980,105000,Some college
5104,female,nonblacknonhispanic,HS,1984,70000,Some college
5105,male,nonblacknonhispanic,HS,1982,39000,HS
5106,male,nonblacknonhispanic,BA,1981,125000,HS
5109,male,nonblacknonhispanic,HS,1980,120000,Some college
5110,male,nonblacknonhispanic,AA,1984,110000,HS
5111,female,nonblacknonhispanic,PhD,1980,96000,Some college
5113,female,nonblacknonhispanic,HS,1984,10106,Some college
5114,female,nonblacknonhispanic,BA,1981,139050,HS
5115,female,nonblacknonhispanic,HS,1981,146000,Some college
5116,male,nonblacknonhispanic,GED,1981,110000,HS
5117,male,nonblacknonhispanic,GED,1982,100300,Some college
5118,female,nonblacknonhispanic,BA,1982,63020,HS
5120,male,hispanic,GED,1981,65000,less than HS
5122,male,nonblacknonhispanic,None,1983,9000,HS
5124,male,nonblacknonhispanic,HS,1981,37000,HS
5126,female,black,GED,1984,26000,Some college
5128,female,nonblacknonhispanic,MA,1983,193200,Some college
5129,female,nonblacknonhispanic,AA,1984,140000,BA or more
5131,female,nonblacknonhispanic,BA,1983,122000,Some college
5134,male,nonblacknonhispanic,MA,1984,132000,BA or more
5136,male,black,BA,1983,60000,Some college
5137,female,nonblacknonhispanic,HS,1980,202000,BA or more
5138,female,nonblacknonhispanic,BA,1982,150000,BA or more
5139,male,hispanic,HS,1981,124000,Some college
5140,female,hispanic,HS,1984,120000,Some college
5141,female,nonblacknonhispanic,HS,1983,18000,Some college
5142,male,nonblacknonhispanic,BA,1982,170500,BA or more
5143,female,nonblacknonhispanic,MA,1984,100020,BA or more
5144,male,nonblacknonhispanic,HS,1982,205000,Some college
5145,male,nonblacknonhispanic,HS,1982,22000,HS
5146,female,nonblacknonhispanic,PhD,1980,115100,BA or more
5148,male,nonblacknonhispanic,BA,1981,110000,BA or more
5150,male,nonblacknonhispanic,HS,1983,122500,Some college
5151,female,nonblacknonhispanic,MA,1984,196071,Some college
5153,male,black,HS,1982,70500,Some college
5154,female,nonblacknonhispanic,HS,1981,100000,BA or more
5155,male,nonblacknonhispanic,AA,1983,61000,BA or more
5156,male,nonblacknonhispanic,HS,1984,90000,BA or more
5157,male,nonblacknonhispanic,GED,1981,230000,BA or more
5158,female,nonblacknonhispanic,MA,1982,264000,Some college
5159,male,nonblacknonhispanic,HS,1981,77550,Some college
5161,male,hispanic,HS,1982,5000,less than HS
5162,male,nonblacknonhispanic,BA,1982,236800,BA or more
5163,female,nonblacknonhispanic,BA,1983,599728,BA or more
5164,male,nonblacknonhispanic,BA,1982,56900,Some college
5166,male,nonblacknonhispanic,HS,1980,134045,Some college
5172,male,nonblacknonhispanic,AA,1981,150000,HS
5173,female,nonblacknonhispanic,HS,1983,69000,HS
5174,male,nonblacknonhispanic,BA,1984,599728,BA or more
5175,female,nonblacknonhispanic,BA,1983,39457,BA or more
5176,female,nonblacknonhispanic,MA,1984,102000,BA or more
5177,female,hispanic,BA,1981,27000,Some college
5178,male,nonblacknonhispanic,BA,1981,168000,HS
5179,female,nonblacknonhispanic,BA,1983,63000,HS
5183,male,nonblacknonhispanic,BA,1981,75000,HS
5184,male,nonblacknonhispanic,BA,1982,200250,BA or more
5185,female,nonblacknonhispanic,HS,1982,90000,HS
5188,male,nonblacknonhispanic,BA,1983,137371,Some college
5189,female,nonblacknonhispanic,AA,1980,167886,Some college
5190,female,nonblacknonhispanic,MA,1981,180200,Some college
5191,male,nonblacknonhispanic,HS,1981,51429,HS
5192,female,nonblacknonhispanic,BA,1982,175250,HS
5193,female,nonblacknonhispanic,PhD,1983,72300,BA or more
5194,female,nonblacknonhispanic,BA,1980,109200,BA or more
5195,female,nonblacknonhispanic,MA,1982,160001,BA or more
5196,female,nonblacknonhispanic,HS,1981,98015,BA or more
5197,male,nonblacknonhispanic,BA,1981,106150,BA or more
5198,female,nonblacknonhispanic,BA,1984,110000,BA or more
5199,male,nonblacknonhispanic,None,1983,137354,HS
5201,male,nonblacknonhispanic,GED,1981,92000,BA or more
5202,female,hispanic,GED,1981,79000,Some college
5203,female,nonblacknonhispanic,BA,1980,143000,Some college
5204,female,nonblacknonhispanic,MA,1984,114769,HS
5205,female,nonblacknonhispanic,PhD,1981,599728,HS
5206,female,nonblacknonhispanic,BA,1983,146000,Some college
5207,female,nonblacknonhispanic,BA,1981,130900,Some college
5208,female,nonblacknonhispanic,HS,1984,96600,Some college
5209,male,nonblacknonhispanic,AA,1981,77000,Some college
5211,male,nonblacknonhispanic,GED,1984,45000,HS
5214,male,nonblacknonhispanic,AA,1983,13350,HS
5216,female,nonblacknonhispanic,HS,1980,113471,HS
5217,female,nonblacknonhispanic,GED,1984,7380,HS
5221,female,nonblacknonhispanic,HS,1983,85000,HS
5222,male,nonblacknonhispanic,HS,1980,599728,BA or more
5223,male,nonblacknonhispanic,BA,1984,37500,BA or more
5227,female,nonblacknonhispanic,HS,1981,63629,HS
5228,female,nonblacknonhispanic,HS,1983,96302,HS
5229,male,nonblacknonhispanic,HS,1981,88000,HS
5230,female,nonblacknonhispanic,HS,1982,45000,HS
5231,male,nonblacknonhispanic,HS,1980,130850,Some college
5232,female,hispanic,HS,1981,27114,BA or more
5233,female,nonblacknonhispanic,GED,1984,0,BA or more
5235,male,nonblacknonhispanic,BA,1980,112000,Some college
5236,female,nonblacknonhispanic,MA,1981,52000,BA or more
5238,male,nonblacknonhispanic,BA,1984,113000,BA or more
5239,female,nonblacknonhispanic,MA,1984,106250,BA or more
5241,female,nonblacknonhispanic,HS,1983,38000,Some college
5243,female,nonblacknonhispanic,HS,1982,26000,Some college
5245,male,nonblacknonhispanic,GED,1984,55000,Some college
5246,male,nonblacknonhispanic,BA,1984,88500,BA or more
5247,female,nonblacknonhispanic,BA,1983,42400,Some college
5248,male,nonblacknonhispanic,None,1983,90000,HS
5251,female,nonblacknonhispanic,BA,1981,85000,HS
5252,male,nonblacknonhispanic,GED,1982,36000,HS
5255,male,nonblacknonhispanic,BA,1984,129000,Some college
5256,female,nonblacknonhispanic,HS,1984,4500,HS
5257,female,nonblacknonhispanic,GED,1983,0,BA or more
5261,female,nonblacknonhispanic,AA,1984,71000,Some college
5262,male,nonblacknonhispanic,None,1982,67714,Some college
5263,female,nonblacknonhispanic,HS,1984,30000,Some college
5264,female,nonblacknonhispanic,HS,1980,50000,HS
5265,female,nonblacknonhispanic,BA,1981,109314,HS
5266,male,nonblacknonhispanic,None,1984,35000,HS
5267,female,nonblacknonhispanic,BA,1981,180000,BA or more
5270,female,nonblacknonhispanic,HS,1980,32200,Some college
5271,male,nonblacknonhispanic,GED,1981,150000,HS
5272,female,nonblacknonhispanic,MA,1980,70400,BA or more
5273,male,nonblacknonhispanic,AA,1980,268414,BA or more
5275,male,nonblacknonhispanic,BA,1980,82286,BA or more
5276,female,nonblacknonhispanic,HS,1980,160000,less than HS
5277,male,nonblacknonhispanic,HS,1983,100446,BA or more
5279,male,nonblacknonhispanic,BA,1980,165600,BA or more
5281,female,nonblacknonhispanic,AA,1980,66577,Some college
5282,male,nonblacknonhispanic,None,1984,135300,Some college
5285,female,nonblacknonhispanic,None,1981,26000,Some college
5286,male,nonblacknonhispanic,None,1982,30000,Some college
5288,male,nonblacknonhispanic,None,1984,55000,less than HS
5289,female,nonblacknonhispanic,BA,1984,41800,HS
5291,female,nonblacknonhispanic,None,1983,80000,Some college
5292,male,nonblacknonhispanic,AA,1983,45000,Some college
5293,female,nonblacknonhispanic,None,1983,0,HS
5294,female,nonblacknonhispanic,HS,1983,28000,Some college
5295,female,nonblacknonhispanic,BA,1984,32000,Some college
5297,female,nonblacknonhispanic,None,1982,30000,less than HS
5298,female,nonblacknonhispanic,HS,1981,85000,HS
5299,female,nonblacknonhispanic,None,1984,63343,HS
5301,male,nonblacknonhispanic,BA,1984,77000,BA or more
5302,female,nonblacknonhispanic,AA,1982,266250,HS
5303,female,hispanic,BA,1981,50000,HS
5305,male,nonblacknonhispanic,BA,1983,35200,Some college
5306,male,nonblacknonhispanic,HS,1980,162000,Some college
5309,male,multi,HS,1984,35000,HS
5310,female,hispanic,BA,1980,22000,BA or more
5311,female,nonblacknonhispanic,BA,1980,125000,BA or more
5312,male,nonblacknonhispanic,AA,1984,80000,BA or more
5313,male,nonblacknonhispanic,HS,1980,190000,HS
5316,male,nonblacknonhispanic,HS,1981,118000,HS
